Employee ID,Employee First Name,Employee Last Name,Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
EMP0712,Olivia,Johnson,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-994,994,Female,Research Scientist,Single,Yes,Y,5,29,0,906,10,Bachelor's Degree,1,4,92,2,1,1,2404,11479,6,20,4,3,80,0,3,3,0,0,0,0
EMP0713,David,Garcia,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-995,995,Female,Research Scientist,Single,No,Y,4,33,1,461,13,High School,1,2,53,3,1,4,3452,17241,3,18,3,1,80,0,5,3,3,2,0,2
EMP0714,Sophia,Miller,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-996,996,Female,Laboratory Technician,Divorced,No,Y,2,45,1,974,1,Master's Degree,1,4,91,3,1,4,2270,11005,3,14,3,4,80,2,8,3,5,3,0,2
EMP0715,Emily,Miller,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-997,997,Male,Research Director,Divorced,No,Y,1,50,1,1126,1,Associates Degree,1,4,66,3,4,4,17399,6615,9,22,4,3,80,1,32,2,5,4,1,3
EMP0716,Sophia,Brown,No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,STAFF-998,998,Female,Healthcare Representative,Married,Yes,Y,2,33,1,827,1,Master's Degree,1,3,84,4,2,2,5488,20161,1,13,3,1,80,1,6,3,6,5,1,2
EMP0717,Sophia,Johnson,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-999,999,Male,Research Director,Divorced,No,Y,2,41,1,840,9,Bachelor's Degree,1,1,64,3,5,3,19419,3735,2,17,3,2,80,1,21,4,18,16,0,11
EMP0718,David,Brown,No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1001,1001,Female,Laboratory Technician,Married,No,Y,2,27,1,1134,16,Master's Degree,1,3,37,3,1,2,2811,12086,9,14,3,2,80,1,4,3,2,2,2,2
EMP0719,Michael,Garcia,No,Non-Travel,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1002,1002,Male,Laboratory Technician,Married,Yes,Y,2,45,1,248,23,Associates Degree,1,4,42,3,2,1,3633,14039,1,15,3,3,80,1,9,3,9,8,0,8
EMP0720,Sara,Brown,No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1003,1003,Female,Sales Executive,Single,Yes,Y,0,47,1,955,4,Associates Degree,1,4,83,3,2,4,4163,8571,1,17,3,3,80,0,9,3,9,0,0,7
EMP0721,David,Williams,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1004,1004,Female,Research Scientist,Married,Yes,Y,2,30,0,138,22,Bachelor's Degree,1,1,48,3,1,3,2132,11539,4,11,3,2,80,0,7,3,5,2,0,1
EMP0722,Jane,Miller,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1005,1005,Male,Manufacturing Director,Married,Yes,Y,2,50,1,939,24,Bachelor's Degree,1,4,95,3,4,3,13973,4161,3,18,3,4,80,1,22,3,12,11,1,5
EMP0723,Sara,Miller,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1006,1006,Male,Research Scientist,Married,No,Y,0,38,1,1391,10,High School,1,3,66,3,1,3,2684,12127,0,17,3,2,80,1,3,2,2,1,0,2
EMP0724,Sophia,Miller,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1007,1007,Male,Manufacturing Director,Divorced,No,Y,3,46,1,566,7,Associates Degree,1,4,75,3,3,3,10845,24208,6,13,3,2,80,1,13,3,8,7,0,7
EMP0725,Alex,Jones,No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1009,1009,Female,Manufacturing Director,Divorced,No,Y,6,24,1,1206,17,High School,1,4,41,2,2,3,4377,24117,1,15,3,2,80,2,5,3,4,2,3,2
EMP0726,Sara,Martinez,Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Other,STAFF-1010,1010,Male,Laboratory Technician,Divorced,Yes,Y,2,35,0,622,14,Master's Degree,1,3,39,2,1,2,3743,10074,1,24,4,4,80,1,5,1,4,2,0,2
EMP0727,Olivia,Rodriguez,No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1011,1011,Female,Manufacturing Director,Married,No,Y,1,31,1,853,1,High School,1,3,96,3,2,1,4148,11275,1,12,3,3,80,1,4,3,4,3,0,3
EMP0728,Sara,Rodriguez,No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,STAFF-1012,1012,Male,Research Scientist,Single,No,Y,2,18,1,287,5,Associates Degree,1,2,73,3,1,4,1051,13493,1,15,3,4,80,0,0,3,0,0,0,0
EMP0729,Sara,Jones,No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1013,1013,Female,Manufacturing Director,Married,No,Y,2,54,1,1441,17,Bachelor's Degree,1,3,56,3,3,3,10739,13943,8,11,3,3,80,1,22,3,10,7,0,8
EMP0730,Alex,Jones,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1014,1014,Female,Healthcare Representative,Divorced,Yes,Y,3,35,1,583,25,Master's Degree,1,3,57,3,3,3,10388,6975,1,11,3,3,80,1,16,2,16,10,10,1
EMP0731,Alex,Brown,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1015,1015,Female,Research Director,Married,Yes,Y,4,30,1,153,8,Associates Degree,1,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,2,8,7,1,7
EMP0732,Alex,Brown,Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-1016,1016,Female,Research Scientist,Single,Yes,Y,2,20,0,1097,11,Bachelor's Degree,1,4,98,2,1,1,2600,18275,1,15,3,1,80,0,1,3,1,0,0,0
EMP0733,Jane,Brown,Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,STAFF-1017,1017,Female,Laboratory Technician,Single,No,Y,3,30,0,109,5,Bachelor's Degree,1,2,60,3,1,2,2422,25725,0,17,3,1,80,0,4,3,3,2,1,2
EMP0734,Michael,Martinez,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1018,1018,Male,Manufacturing Director,Married,No,Y,2,26,1,1066,2,Associates Degree,1,4,32,4,2,4,5472,3334,1,12,3,2,80,0,8,3,8,7,1,3
EMP0735,John,Smith,No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-1019,1019,Male,Laboratory Technician,Married,No,Y,3,22,1,217,8,High School,1,2,94,1,1,1,2451,6881,1,15,3,1,80,1,4,2,4,3,1,1
EMP0736,David,Johnson,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1022,1022,Male,Healthcare Representative,Single,No,Y,0,48,1,277,6,Bachelor's Degree,1,1,97,2,2,3,4240,13119,2,13,3,4,80,0,19,3,2,2,2,2
EMP0737,David,Williams,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1024,1024,Male,Healthcare Representative,Single,No,Y,3,48,1,1355,4,Master's Degree,1,3,78,2,3,3,10999,22245,7,14,3,2,80,0,27,3,15,11,4,8
EMP0738,John,Martinez,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1025,1025,Female,Manufacturing Director,Single,No,Y,6,41,1,549,7,Associates Degree,1,4,42,3,2,3,5003,23371,6,14,3,2,80,0,8,3,2,2,2,1
EMP0739,Sara,Johnson,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1026,1026,Female,Manufacturing Director,Married,No,Y,3,39,1,466,1,High School,1,4,65,2,4,4,12742,7060,1,16,3,3,80,1,21,3,21,6,11,8
EMP0740,Emily,Williams,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1027,1027,Female,Manufacturing Director,Married,No,Y,2,27,1,1055,2,Master's Degree,1,1,47,3,2,4,4227,4658,0,18,3,2,80,1,4,3,3,2,2,2
EMP0741,Daniel,Davis,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-1028,1028,Male,Laboratory Technician,Divorced,No,Y,4,35,1,802,10,Bachelor's Degree,1,2,45,3,1,4,3917,9541,1,20,4,1,80,1,3,2,3,2,1,2
EMP0742,Sophia,Johnson,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1029,1029,Male,Manager,Married,No,Y,3,42,1,265,5,Associates Degree,1,4,90,3,5,3,18303,7770,6,13,3,2,80,0,21,4,1,0,0,0
EMP0743,Emily,Williams,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1030,1030,Male,Laboratory Technician,Married,No,Y,5,50,1,804,9,Bachelor's Degree,1,1,64,3,1,4,2380,20165,4,18,3,2,80,0,8,3,1,0,0,0
EMP0744,Daniel,Rodriguez,No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-1032,1032,Female,Manufacturing Director,Single,Yes,Y,4,59,1,715,2,Bachelor's Degree,1,3,69,2,4,4,13726,21829,3,13,3,1,80,0,30,3,5,3,4,3
EMP0745,David,Miller,Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Medical,STAFF-1033,1033,Female,Healthcare Representative,Married,No,Y,2,37,0,1141,11,Associates Degree,1,1,61,1,2,2,4777,14382,5,15,3,1,80,0,15,1,1,0,0,0
EMP0746,Sophia,Rodriguez,No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,STAFF-1034,1034,Male,Healthcare Representative,Married,Yes,Y,3,55,1,135,18,Master's Degree,1,3,62,3,2,2,6385,12992,3,14,3,4,80,2,17,3,8,7,6,7
EMP0747,Alex,Williams,No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1035,1035,Female,Research Director,Divorced,No,Y,3,41,1,247,7,High School,1,2,55,1,5,3,19973,20284,1,22,4,2,80,2,21,3,21,16,5,10
EMP0748,Sophia,Jones,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1036,1036,Male,Sales Executive,Single,Yes,Y,1,38,1,1035,3,Master's Degree,1,2,42,3,2,4,6861,4981,8,12,3,3,80,0,19,3,1,0,0,0
EMP0749,Sara,Jones,Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Medical,STAFF-1037,1037,Male,Sales Executive,Single,No,Y,6,26,0,265,29,Associates Degree,1,2,79,1,2,1,4969,21813,8,18,3,4,80,0,7,3,2,2,2,2
EMP0750,David,Smith,Yes,Travel_Rarely,45 - 54,Ex-Employees,Sales,Marketing,STAFF-1038,1038,Female,Manager,Married,No,Y,3,52,0,266,2,High School,1,1,57,1,5,4,19845,25846,1,15,3,4,80,1,33,3,32,14,6,9
EMP0751,Emily,Miller,No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-1039,1039,Female,Sales Executive,Married,Yes,Y,2,44,1,1448,28,Bachelor's Degree,1,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,3,12,11,11,11
EMP0752,John,Martinez,No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1040,1040,Female,Sales Executive,Married,No,Y,3,50,1,145,1,Bachelor's Degree,1,4,95,3,2,3,6347,24920,0,12,3,1,80,1,19,3,18,7,0,13
EMP0753,John,Williams,Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Life Sciences,STAFF-1042,1042,Female,Laboratory Technician,Single,No,Y,1,36,0,885,16,Master's Degree,1,3,43,4,1,1,2743,8269,1,16,3,3,80,0,18,3,17,13,15,14
EMP0754,Daniel,Brown,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1043,1043,Female,Manufacturing Director,Single,Yes,Y,2,39,1,945,22,Bachelor's Degree,1,4,82,3,3,1,10880,5083,1,13,3,3,80,0,21,3,21,6,2,8
EMP0755,Alex,Miller,No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1044,1044,Female,Sales Representative,Single,No,Y,2,33,1,1038,8,High School,1,2,88,2,1,4,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2
EMP0756,Sara,Brown,No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1045,1045,Female,Manager,Married,No,Y,4,45,1,1234,11,Associates Degree,1,4,90,3,4,4,17650,5404,3,13,3,2,80,1,26,4,9,3,1,1
EMP0757,Alex,Brown,No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-1046,1046,Female,Laboratory Technician,Single,No,Y,2,32,1,1109,29,Master's Degree,1,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,3,8,7,7,7
EMP0758,Sara,Martinez,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1047,1047,Male,Sales Executive,Divorced,No,Y,2,34,1,216,1,Master's Degree,1,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,15,1,0,9
EMP0759,David,Johnson,No,Travel_Rarely,Over 55,Current Employees,Sales,Technical Degree,STAFF-1048,1048,Male,Manager,Married,Yes,Y,1,59,1,1089,1,Associates Degree,1,2,66,3,3,4,11904,11038,3,14,3,3,80,1,14,1,6,4,0,4
EMP0760,Sara,Rodriguez,No,Travel_Rarely,45 - 54,Current Employees,HR,Medical,STAFF-1049,1049,Male,Human Resources,Single,No,Y,3,45,1,788,24,Master's Degree,1,2,36,3,1,2,2177,8318,1,16,3,1,80,0,6,3,6,3,0,4
EMP0761,Sara,Miller,No,Travel_Frequently,45 - 54,Current Employees,Sales,Marketing,STAFF-1050,1050,Female,Sales Executive,Married,No,Y,2,53,1,124,2,Bachelor's Degree,1,3,38,2,3,2,7525,23537,2,12,3,1,80,1,30,3,15,7,6,12
EMP0762,Jane,Miller,Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Other,STAFF-1052,1052,Male,Laboratory Technician,Divorced,No,Y,3,36,0,660,15,Bachelor's Degree,1,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,2,1,0,0,0
EMP0763,Sara,Davis,Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-1053,1053,Male,Research Scientist,Married,Yes,Y,2,26,0,342,2,Bachelor's Degree,1,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,3,3,2,1,2
EMP0764,David,Brown,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1055,1055,Female,Sales Representative,Married,Yes,Y,2,34,1,1333,10,Master's Degree,1,3,87,3,1,3,2220,18410,1,19,3,4,80,1,1,3,1,1,0,0
EMP0765,Olivia,Davis,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1056,1056,Male,Sales Representative,Married,No,Y,5,28,1,1144,10,High School,1,4,74,3,1,2,1052,23384,1,22,4,2,80,0,1,3,1,0,0,0
EMP0766,John,Johnson,No,Travel_Frequently,35 - 44,Current Employees,R&D,Other,STAFF-1060,1060,Male,Research Scientist,Married,No,Y,2,38,1,1186,3,Master's Degree,1,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,3,2,2,2,2
EMP0767,David,Rodriguez,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1061,1061,Male,Research Director,Married,Yes,Y,2,50,1,1464,2,Master's Degree,1,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,8,1,7,7
EMP0768,Michael,Johnson,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-1062,1062,Female,Healthcare Representative,Single,No,Y,3,37,1,124,3,Bachelor's Degree,1,4,35,3,2,2,4107,13848,3,15,3,1,80,0,8,2,4,3,0,1
EMP0769,Sara,Martinez,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1066,1066,Male,Sales Executive,Married,No,Y,3,40,1,300,26,Bachelor's Degree,1,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,2,7,7,7,5
EMP0770,Olivia,Jones,No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-1068,1068,Female,Research Scientist,Divorced,No,Y,5,26,1,921,1,High School,1,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,3,5,3,1,3
EMP0771,Jane,Smith,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1069,1069,Male,Research Director,Divorced,No,Y,0,46,1,430,1,Master's Degree,1,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,3,2,2,2,2
EMP0772,Sophia,Davis,No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1070,1070,Female,Sales Executive,Married,No,Y,4,54,1,1082,2,Master's Degree,1,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,3,9,4,7,0
EMP0773,Olivia,Johnson,No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,STAFF-1071,1071,Female,Research Scientist,Married,No,Y,4,56,1,1240,9,Bachelor's Degree,1,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,3,5,4,0,3
EMP0774,Jane,Davis,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1073,1073,Female,Manufacturing Director,Single,No,Y,2,36,1,796,12,Doctoral Degree,1,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,14,8,7,8
EMP0775,Sophia,Jones,No,Non-Travel,Over 55,Current Employees,R&D,Medical,STAFF-1074,1074,Male,Manager,Single,No,Y,3,55,1,444,2,High School,1,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,4,9,7,6,2
EMP0776,Sara,Jones,No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-1076,1076,Male,Sales Executive,Divorced,No,Y,5,43,1,415,25,Bachelor's Degree,1,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,3,1,0,0,0
EMP0777,Jane,Garcia,Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Marketing,STAFF-1077,1077,Female,Sales Representative,Single,Yes,Y,3,20,0,769,9,Bachelor's Degree,1,4,54,3,1,4,2323,17205,1,14,3,2,80,0,2,3,2,2,0,2
EMP0778,Emily,Smith,Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-1079,1079,Female,Laboratory Technician,Single,No,Y,6,21,0,1334,10,Bachelor's Degree,1,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,2,1,0,1,0
EMP0779,Jane,Davis,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1080,1080,Female,Research Scientist,Divorced,Yes,Y,2,46,1,1003,8,Master's Degree,1,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,3,16,13,1,7
EMP0780,Sara,Jones,Yes,Travel_Rarely,45 - 54,Ex-Employees,R&D,Life Sciences,STAFF-1081,1081,Male,Research Scientist,Married,Yes,Y,2,51,0,1323,4,Master's Degree,1,1,34,3,1,3,2461,10332,9,12,3,3,80,3,18,4,10,0,2,7
EMP0781,Michael,Martinez,Yes,Non-Travel,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-1082,1082,Male,Healthcare Representative,Single,No,Y,2,28,0,1366,24,Associates Degree,1,2,72,2,3,1,8722,12355,1,12,3,1,80,0,10,2,10,7,1,9
EMP0782,Sara,Rodriguez,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1083,1083,Male,Laboratory Technician,Married,No,Y,2,26,1,192,1,Associates Degree,1,1,59,2,1,1,3955,11141,1,16,3,1,80,2,6,3,5,3,1,3
EMP0783,Sara,Rodriguez,No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-1084,1084,Male,Manufacturing Director,Married,No,Y,1,30,1,1176,20,Bachelor's Degree,1,3,85,3,2,1,9957,9096,0,15,3,3,80,1,7,2,6,2,0,2
EMP0784,Sophia,Brown,No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-1085,1085,Female,Research Scientist,Married,No,Y,3,41,1,509,7,Associates Degree,1,2,43,4,1,3,3376,18863,1,13,3,3,80,0,10,3,10,6,0,8
EMP0785,Alex,Brown,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1088,1088,Female,Healthcare Representative,Married,No,Y,4,38,1,330,17,High School,1,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,2,19,9,1,9
EMP0786,Alex,Davis,No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-1092,1092,Male,Healthcare Representative,Married,No,Y,6,40,1,1492,20,Master's Degree,1,1,61,3,3,4,10322,26542,4,20,4,4,80,1,14,3,11,10,11,1
EMP0787,Michael,Brown,No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1094,1094,Male,Laboratory Technician,Married,No,Y,4,27,1,1277,8,Doctoral Degree,1,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,3,3,2,1,2
EMP0788,John,Miller,No,Travel_Frequently,Over 55,Current Employees,R&D,Life Sciences,STAFF-1096,1096,Male,Manufacturing Director,Married,No,Y,4,55,1,1091,2,High School,1,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,3,3,2,1,2
EMP0789,Emily,Garcia,No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-1097,1097,Female,Research Scientist,Single,No,Y,4,28,1,857,10,Bachelor's Degree,1,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,8,7,1,7
EMP0790,Olivia,Miller,Yes,Travel_Rarely,35 - 44,Ex-Employees,HR,Medical,STAFF-1098,1098,Male,Human Resources,Married,No,Y,1,44,0,1376,1,Associates Degree,1,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,3,20,6,3,6
EMP0791,Sara,Jones,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1099,1099,Male,Healthcare Representative,Divorced,No,Y,2,33,1,654,5,Bachelor's Degree,1,4,34,2,3,4,7119,21214,4,15,3,3,80,1,9,3,3,2,1,2
EMP0792,Michael,Rodriguez,Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Technical Degree,STAFF-1100,1100,Male,Sales Executive,Single,Yes,Y,2,35,0,1204,4,Bachelor's Degree,1,4,86,3,3,1,9582,10333,0,22,4,1,80,0,9,3,8,7,4,7
EMP0793,Michael,Miller,Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,STAFF-1101,1101,Female,Research Scientist,Single,No,Y,4,33,0,827,29,Master's Degree,1,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,3,13,7,3,8
EMP0794,Jane,Smith,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1102,1102,Male,Laboratory Technician,Divorced,No,Y,5,28,1,895,15,Associates Degree,1,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,2,4,2,2,2
EMP0795,Daniel,Johnson,No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1103,1103,Male,Healthcare Representative,Single,No,Y,1,34,1,618,3,High School,1,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,2,6,2,0,4
EMP0796,John,Davis,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1105,1105,Female,Sales Executive,Divorced,Yes,Y,5,37,1,309,10,Master's Degree,1,4,88,2,2,4,6694,24223,2,14,3,3,80,3,8,3,1,0,0,0
EMP0797,Emily,Smith,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-1106,1106,Male,Laboratory Technician,Married,Yes,Y,3,25,0,1219,4,High School,1,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,4,7,7,5,6
EMP0798,Alex,Brown,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1107,1107,Male,Laboratory Technician,Divorced,No,Y,0,26,0,1330,21,Bachelor's Degree,1,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,2,1,1,0,0
EMP0799,Emily,Martinez,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1108,1108,Male,Research Scientist,Single,Yes,Y,0,33,0,1017,25,Bachelor's Degree,1,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,3,2,2,2,2
EMP0800,Emily,Davis,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1109,1109,Male,Manager,Married,No,Y,3,42,1,469,2,Associates Degree,1,4,35,3,4,1,17665,14399,0,17,3,4,80,1,23,3,22,6,13,7
EMP0801,Emily,Rodriguez,Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,STAFF-1111,1111,Male,Laboratory Technician,Divorced,No,Y,2,28,0,1009,1,Bachelor's Degree,1,1,45,2,1,2,2596,7160,1,15,3,1,80,2,1,3,1,0,0,0
EMP0802,David,Miller,Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Other,STAFF-1113,1113,Male,Sales Executive,Single,Yes,Y,4,50,0,959,1,Master's Degree,1,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,3,0,0,0,0
EMP0803,Michael,Rodriguez,No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1114,1114,Female,Sales Executive,Married,No,Y,3,33,1,970,7,Bachelor's Degree,1,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,2,0,2
EMP0804,Jane,Johnson,No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1115,1115,Male,Research Scientist,Married,No,Y,2,34,1,697,3,Master's Degree,1,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,3,0,0,0,0
EMP0805,Sophia,Brown,No,Non-Travel,45 - 54,Current Employees,R&D,Medical,STAFF-1116,1116,Male,Manager,Single,No,Y,3,48,1,1262,1,Master's Degree,1,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,2,5,4,2,1
EMP0806,Emily,Johnson,No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1117,1117,Female,Sales Executive,Married,No,Y,2,45,1,1050,9,Master's Degree,1,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,3,15,10,4,12
EMP0807,Daniel,Brown,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1118,1118,Male,Healthcare Representative,Single,No,Y,4,52,1,994,7,Master's Degree,1,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,3,8,6,4,0
EMP0808,Alex,Davis,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1119,1119,Male,Sales Executive,Divorced,Yes,Y,2,38,1,770,10,Master's Degree,1,3,73,2,3,3,8740,5569,0,14,3,2,80,2,9,3,8,7,2,7
EMP0809,John,Rodriguez,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1120,1120,Female,Research Scientist,Divorced,No,Y,1,29,1,1107,28,Master's Degree,1,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,3,7,5,1,7
EMP0810,Emily,Jones,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1121,1121,Female,Manufacturing Director,Divorced,No,Y,3,28,1,950,3,Bachelor's Degree,1,4,93,3,3,2,7655,8039,0,17,3,2,80,3,10,2,9,7,1,7
